listing_id,listing_name,room_type,minimum_nights,host_id,price,created_at,updated_at,hour_partition
52290592,Stylish 2 bed in the heart of Prenzlauerberg,Entire home/apt,7,32767221,151.0,2025-01-15 18:11:28+00:00,2025-01-15 18:11:28+00:00,2025-01-15 18:00:00+00:00
9919533,Cute flat for max 3 persons,Entire home/apt,1,22836752,35.0,2025-01-15 17:43:31+00:00,2025-01-15 17:43:31+00:00,2025-01-15 17:00:00+00:00
51051504,Schöne Wohnung im Schillerkiez,Entire home/apt,2,2952669,55.0,2025-01-15 17:39:53+00:00,2025-01-15 17:39:53+00:00,2025-01-15 17:00:00+00:00
42704801,Sonnige 2 Zimmer Wohnung im Grünen,Entire home/apt,2,7575304,39.0,2025-01-15 17:35:42+00:00,2025-01-15 17:35:42+00:00,2025-01-15 17:00:00+00:00
22613834,Villa Kunterbunt,Private room,1,166423400,35.0,2025-01-15 17:33:45+00:00,2025-01-15 17:33:45+00:00,2025-01-15 17:00:00+00:00
44525459,110qm Executive Apartment near Museumsinsel,Entire home/apt,50,22319933,120.0,2025-01-15 17:08:55+00:00,2025-01-15 17:08:55+00:00,2025-01-15 17:00:00+00:00
48708650,Modern bright apartment in Prenzlauer Berg,Entire home/apt,5,392512441,63.0,2025-01-15 16:45:55+00:00,2025-01-15 16:45:55+00:00,2025-01-15 16:00:00+00:00
28732723,"Süsse 1-Raumwohnung, 45 m2",Entire home/apt,6,24930281,104.0,2025-01-15 16:30:31+00:00,2025-01-15 16:30:31+00:00,2025-01-15 16:00:00+00:00
40030018,Green Room in shared apartment in Neukölln ♡,Private room,2,66352019,50.0,2025-01-15 16:24:03+00:00,2025-01-15 16:24:03+00:00,2025-01-15 16:00:00+00:00
49106605,Private room,Shared room,7,267172624,29.0,2025-01-15 16:19:58+00:00,2025-01-15 16:19:58+00:00,2025-01-15 16:00:00+00:00
13340349,Bright room in Mitte,Private room,10,75559255,21.0,2025-01-15 16:00:21+00:00,2025-01-15 16:00:21+00:00,2025-01-15 16:00:00+00:00
11563143,Flatshare 70m2 in Fhain,Private room,4,61060190,20.0,2025-01-15 15:37:23+00:00,2025-01-15 15:37:23+00:00,2025-01-15 15:00:00+00:00
49120997,Charming and sunny apartment with balcony,Entire home/apt,2,91457234,60.0,2025-01-15 15:09:30+00:00,2025-01-15 15:09:30+00:00,2025-01-15 15:00:00+00:00
52220600,"Bestlage in Mitte, großes Apartment bis zu 7 Pax",Entire home/apt,1,216855948,179.0,2025-01-15 15:04:07+00:00,2025-01-15 15:04:07+00:00,2025-01-15 15:00:00+00:00
30342869,Huge classic berlin apartment with beamer and TV,Entire home/apt,7,227835898,50.0,2025-01-15 14:53:28+00:00,2025-01-15 14:53:28+00:00,2025-01-15 14:00:00+00:00
42108039,Bright Apartment close to Kurfürstendamm,Entire home/apt,3,137948494,85.0,2025-01-15 14:24:08+00:00,2025-01-15 14:24:08+00:00,2025-01-15 14:00:00+00:00
32813793,Beautiful Flat in central & prime location,Entire home/apt,60,18483802,80.0,2025-01-15 14:23:39+00:00,2025-01-15 14:23:39+00:00,2025-01-15 14:00:00+00:00
42633567,"2-Raum Apartment ""City Nature"", 51 qm",Entire home/apt,7,210700814,229.0,2025-01-15 13:41:18+00:00,2025-01-15 13:41:18+00:00,2025-01-15 13:00:00+00:00
9889157,Large and bright room w/ balcony,Private room,4,2414122,25.0,2025-01-15 12:44:22+00:00,2025-01-15 12:44:22+00:00,2025-01-15 12:00:00+00:00
52767164,Schönes Studio Apartment,Entire home/apt,1,426802817,43.0,2025-01-15 12:43:59+00:00,2025-01-15 12:43:59+00:00,2025-01-15 12:00:00+00:00
45986972,Central Room in the heart of Berlin,Private room,7,13497890,35.0,2025-01-15 12:33:00+00:00,2025-01-15 12:33:00+00:00,2025-01-15 12:00:00+00:00
21846556,Double bed in Prenzauler Allee,Private room,2,26176881,25.0,2025-01-15 12:31:24+00:00,2025-01-15 12:31:24+00:00,2025-01-15 12:00:00+00:00
42506165,Sunny apartment in Kreuzberg,Entire home/apt,90,12046288,85.0,2025-01-15 12:14:35+00:00,2025-01-15 12:14:35+00:00,2025-01-15 12:00:00+00:00
39502939,City-Apartment Kurfürstendamm,Entire home/apt,2,221731912,103.0,2025-01-15 11:54:58+00:00,2025-01-15 11:54:58+00:00,2025-01-15 11:00:00+00:00
46352979,Modern Living in the Heart of Berlin with Garden,Entire home/apt,30,3248348,90.0,2025-01-15 11:44:54+00:00,2025-01-15 11:44:54+00:00,2025-01-15 11:00:00+00:00
48087061,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,386848467,72.0,2025-01-15 11:29:28+00:00,2025-01-15 11:29:28+00:00,2025-01-15 11:00:00+00:00
49221673,Flat in new building in beautiful Prenzlauer Berg,Entire home/apt,14,239572037,50.0,2025-01-15 11:27:26+00:00,2025-01-15 11:27:26+00:00,2025-01-15 11:00:00+00:00
10002922,Sehr zentrale Wohnung in Berlin,Entire home/apt,1,45848709,52.0,2025-01-15 11:18:24+00:00,2025-01-15 11:18:24+00:00,2025-01-15 11:00:00+00:00
6758818,Ostbahnhof within 1 Minute Walk,Private room,1,14405869,47.0,2025-01-15 11:00:57+00:00,2025-01-15 11:00:57+00:00,2025-01-15 11:00:00+00:00
19845208,Studio Apartment Zwischen Spree und Wuhlheide,Entire home/apt,1,64328126,19.0,2025-01-15 10:53:24+00:00,2025-01-15 10:53:24+00:00,2025-01-15 10:00:00+00:00
10079685,Bright & cozy flat in Prenzl Berg,Entire home/apt,1,51720664,80.0,2025-01-15 10:40:13+00:00,2025-01-15 10:40:13+00:00,2025-01-15 10:00:00+00:00
5099228,"Schöne, zentrale 2-Zimmerwohnung",Private room,5,26347897,41.0,2025-01-15 10:37:44+00:00,2025-01-15 10:37:44+00:00,2025-01-15 10:00:00+00:00
42097632,Lovely studio apartment in the Heart of Wedding**,Entire home/apt,60,3868992,105.0,2025-01-15 09:11:09+00:00,2025-01-15 09:11:09+00:00,2025-01-15 09:00:00+00:00
33114889,"Lovely room in kreuberg/ neukölln, near the canal",Private room,1,61700071,40.0,2025-01-15 09:03:12+00:00,2025-01-15 09:03:12+00:00,2025-01-15 09:00:00+00:00
42529930,Prenzl - Coliving in the heart of Prenzlauer Berg,Entire home/apt,183,338742183,43.0,2025-01-15 09:02:07+00:00,2025-01-15 09:02:07+00:00,2025-01-15 09:00:00+00:00
4884448,Beautiful Old-Berlin flat,Entire home/apt,3,10559337,35.0,2025-01-15 08:54:22+00:00,2025-01-15 08:54:22+00:00,2025-01-15 08:00:00+00:00
4065383,Möbliertes 55qm Zimmer in netter 2er Zweck-WG,Private room,90,876545,28.0,2025-01-15 08:31:27+00:00,2025-01-15 08:31:27+00:00,2025-01-15 08:00:00+00:00
42811133,Appartements am Schloss,Entire home/apt,2,340980455,100.0,2025-01-15 08:30:28+00:00,2025-01-15 08:30:28+00:00,2025-01-15 08:00:00+00:00
28399697,CENTRAL APARTMENT 4PAX K921,Entire home/apt,150,214403628,70.0,2025-01-15 08:27:34+00:00,2025-01-15 08:27:34+00:00,2025-01-15 08:00:00+00:00
22023455,"Berlin-Kreuzberg Flat with Style and View, Flat me & myself",Entire home/apt,7,160823100,28.0,2025-01-15 08:11:10+00:00,2025-01-15 08:11:10+00:00,2025-01-15 08:00:00+00:00
51056301,In 15 Min. zum Alexanderplatz und nah am Tierpark,Private room,28,143275455,99.0,2025-01-15 08:10:33+00:00,2025-01-15 08:10:33+00:00,2025-01-15 08:00:00+00:00
23459982,Großes Altbauzimmer nahe Ku'Damm,Private room,7,128953448,23.0,2025-01-15 08:06:04+00:00,2025-01-15 08:06:04+00:00,2025-01-15 08:00:00+00:00
46527396,Authentic Berlin apartment with balcony,Private room,3,37702973,40.0,2025-01-15 07:52:30+00:00,2025-01-15 07:52:30+00:00,2025-01-15 07:00:00+00:00
11655084,Zimmer 1,Private room,2,61347438,140.0,2025-01-15 07:41:11+00:00,2025-01-15 07:41:11+00:00,2025-01-15 07:00:00+00:00
32840262,im Herzen Neuköllns,Private room,3,35121227,25.0,2025-01-15 07:40:51+00:00,2025-01-15 07:40:51+00:00,2025-01-15 07:00:00+00:00
40699332,apartment room in the heart of Neukölln,Entire home/apt,23,52662658,52.0,2025-01-15 07:23:31+00:00,2025-01-15 07:23:31+00:00,2025-01-15 07:00:00+00:00
44701210,Ferienhaus für 6 Gäste mit 130m² in Berlin (145070),Entire home/apt,1,238028559,183.0,2025-01-15 07:05:30+00:00,2025-01-15 07:05:30+00:00,2025-01-15 07:00:00+00:00
12148404,One room in a two rooms apartment,Private room,1,65226110,25.0,2025-01-15 06:58:53+00:00,2025-01-15 06:58:53+00:00,2025-01-15 06:00:00+00:00
40005459,"Comfy, child friendly home full of love for Xmas!",Entire home/apt,10,23101703,28.0,2025-01-15 06:53:38+00:00,2025-01-15 06:53:38+00:00,2025-01-15 06:00:00+00:00
23823848,"Big bedroom in lovely, quiet flat in Tempelhof",Private room,7,133340583,30.0,2025-01-15 06:26:17+00:00,2025-01-15 06:26:17+00:00,2025-01-15 06:00:00+00:00
15494108,Cozy nest in Rosenthalerplatz,Entire home/apt,60,15997566,50.0,2025-01-15 05:25:02+00:00,2025-01-15 05:25:02+00:00,2025-01-15 05:00:00+00:00
48988379,Pretty & central room for 2 close to Subway,Private room,14,108025548,46.0,2025-01-15 05:15:24+00:00,2025-01-15 05:15:24+00:00,2025-01-15 05:00:00+00:00
50293756,Hübsche 3 Zimmer - Wohnung am Volkspark Prenzlauerberg,Entire home/apt,1,406120938,70.0,2025-01-15 05:11:21+00:00,2025-01-15 05:11:21+00:00,2025-01-15 05:00:00+00:00
36532684,Sonniges Zimmer in umzäuntem Garten im Berlingrün,Private room,7,37428978,41.0,2025-01-15 05:07:32+00:00,2025-01-15 05:07:32+00:00,2025-01-15 05:00:00+00:00
25436973,"Cheerful and trendy Kreuzkölln, bright + balcony",Entire home/apt,60,192018470,40.0,2025-01-15 05:05:02+00:00,2025-01-15 05:05:02+00:00,2025-01-15 05:00:00+00:00
8031570,Flat Pompidiu for 2-3 weeks in Oct,Entire home/apt,14,42406759,24.0,2025-01-15 04:52:06+00:00,2025-01-15 04:52:06+00:00,2025-01-15 04:00:00+00:00
23704833,Nice room in an old building in Schöneberg,Private room,5,177597446,34.0,2025-01-15 04:50:27+00:00,2025-01-15 04:50:27+00:00,2025-01-15 04:00:00+00:00
11414738,"3 weeks, 2-room flat, 10.03-30.03",Entire home/apt,10,59933257,35.0,2025-01-15 04:21:34+00:00,2025-01-15 04:21:34+00:00,2025-01-15 04:00:00+00:00
49300477,SCHOENHOUSE by limehome - Standard Suite LT,Entire home/apt,1,390059085,115.0,2025-01-15 04:12:05+00:00,2025-01-15 04:12:05+00:00,2025-01-15 04:00:00+00:00
49037980,Bright & central room for 2 near to subway,Private room,14,108025548,46.0,2025-01-15 04:01:13+00:00,2025-01-15 04:01:13+00:00,2025-01-15 04:00:00+00:00
50393046,Loft Berlin Mitte,Entire home/apt,90,716475,150.0,2025-01-15 03:41:02+00:00,2025-01-15 03:41:02+00:00,2025-01-15 03:00:00+00:00
50637191,Cozy Apartment with Balcony in Neukölln,Entire home/apt,1,47458713,70.0,2025-01-15 03:38:13+00:00,2025-01-15 03:38:13+00:00,2025-01-15 03:00:00+00:00
49456987,Zentral wohnen in Kudamm-Nähe,Private room,5,348161152,50.0,2025-01-15 03:27:04+00:00,2025-01-15 03:27:04+00:00,2025-01-15 03:00:00+00:00
23921666,Friedrichshain-Leben,Private room,1,166294,29.0,2025-01-15 03:17:59+00:00,2025-01-15 03:17:59+00:00,2025-01-15 03:00:00+00:00
5887146,2 room top floor flat with terrace,Entire home/apt,14,20025390,30.0,2025-01-15 03:15:07+00:00,2025-01-15 03:15:07+00:00,2025-01-15 03:00:00+00:00
43538286,Family and Friends room 8 Beds,Private room,30,325537173,80.0,2025-01-15 03:09:51+00:00,2025-01-15 03:09:51+00:00,2025-01-15 03:00:00+00:00
16826940,"Sunny, quite, private vintage flat/ Prenzelberg",Private room,7,111970749,80.0,2025-01-15 03:03:34+00:00,2025-01-15 03:03:34+00:00,2025-01-15 03:00:00+00:00
52805285,2 FLATS 4BR 2BTH 2K +Self-Check-In +Street Parking,Entire home/apt,1,125847915,169.0,2025-01-15 02:51:24+00:00,2025-01-15 02:51:24+00:00,2025-01-15 02:00:00+00:00
44701173,Ferienhaus für 6 Gäste mit 130m² in Berlin (145052),Entire home/apt,1,252498808,183.0,2025-01-15 02:47:16+00:00,2025-01-15 02:47:16+00:00,2025-01-15 02:00:00+00:00
40528600,Seydelstraße 7,Entire home/apt,90,313797108,59.0,2025-01-15 02:30:21+00:00,2025-01-15 02:30:21+00:00,2025-01-15 02:00:00+00:00
6499198,Berlin-Charlottenburg 10627,Entire home/apt,3,33971648,81.0,2025-01-15 02:27:47+00:00,2025-01-15 02:27:47+00:00,2025-01-15 02:00:00+00:00
16938875,Cozy room in 75m2 top floor flat in Kreuzberg,Private room,5,113208327,25.0,2025-01-15 02:15:51+00:00,2025-01-15 02:15:51+00:00,2025-01-15 02:00:00+00:00
50419940,Apartment w. balcony close to Boxhagener Platz,Entire home/apt,6,276815132,58.0,2025-01-15 01:18:18+00:00,2025-01-15 01:18:18+00:00,2025-01-15 01:00:00+00:00
36795963,Gemütliche 2 zimmer Wohnung,Entire home/apt,22,276573275,35.0,2025-01-15 01:11:55+00:00,2025-01-15 01:11:55+00:00,2025-01-15 01:00:00+00:00
25248959,"2 rooms, up to 4 persons, luxuriously furnished",Entire home/apt,1,22894989,880.0,2025-01-15 00:57:48+00:00,2025-01-15 00:57:48+00:00,2025-01-15 00:00:00+00:00
30444196,Charming Flat for only ONE mouth,Entire home/apt,29,228579126,40.0,2025-01-15 00:54:26+00:00,2025-01-15 00:54:26+00:00,2025-01-15 00:00:00+00:00
41333651,Large and quite room in east Berlin,Private room,2,35756433,24.0,2025-01-15 00:35:12+00:00,2025-01-15 00:35:12+00:00,2025-01-15 00:00:00+00:00
50608385,Big bright room with balcony in shared flat,Private room,7,18028880,25.0,2025-01-15 00:10:41+00:00,2025-01-15 00:10:41+00:00,2025-01-15 00:00:00+00:00
5555097,Berlin Lichtenberg- 18m² ruhe,Private room,2,28801423,29.0,2025-01-15 00:01:49+00:00,2025-01-15 00:01:49+00:00,2025-01-15 00:00:00+00:00
24886430,Lovely room in the heart of Berlin,Private room,3,7715690,25.0,2025-01-14 23:59:19+00:00,2025-01-14 23:59:19+00:00,2025-01-14 23:00:00+00:00
20827309,"Cosy, light-flooded apartment with high ceilings",Entire home/apt,1,62303873,80.0,2025-01-14 23:48:56+00:00,2025-01-14 23:48:56+00:00,2025-01-14 23:00:00+00:00
5854717,2 Zi-Whg. mit Altbau-Charme,Entire home/apt,2,30399447,50.0,2025-01-14 23:47:04+00:00,2025-01-14 23:47:04+00:00,2025-01-14 23:00:00+00:00
9109921,Modernisierte Remise in Alt-Treptow,Entire home/apt,3,47479755,72.0,2025-01-14 23:01:31+00:00,2025-01-14 23:01:31+00:00,2025-01-14 23:00:00+00:00
45875470,EINZELZIMMER STANDARD,Private room,1,371892297,91.0,2025-01-14 22:35:18+00:00,2025-01-14 22:35:18+00:00,2025-01-14 22:00:00+00:00
40633924,100m² Bungalow mit Terrasse am Kanal in Kreuzberg,Entire home/apt,3,27453143,129.0,2025-01-14 22:34:28+00:00,2025-01-14 22:34:28+00:00,2025-01-14 22:00:00+00:00
9731416,Exclusive flat in Berlin CityCentre,Entire home/apt,5,50214277,99.0,2025-01-14 22:31:17+00:00,2025-01-14 22:31:17+00:00,2025-01-14 22:00:00+00:00
37630683,Dreamy big room in beautiful flat,Private room,10,189137873,38.0,2025-01-14 22:28:54+00:00,2025-01-14 22:28:54+00:00,2025-01-14 22:00:00+00:00
42269923,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",Entire home/apt,2,335573202,200.0,2025-01-14 22:22:53+00:00,2025-01-14 22:22:53+00:00,2025-01-14 22:00:00+00:00
21220761,"Spacious, cosy room with balcony in Friedrichshain",Private room,3,118543115,40.0,2025-01-14 21:52:55+00:00,2025-01-14 21:52:55+00:00,2025-01-14 21:00:00+00:00
52646436,THE DUDE by Charly - Comfy Double room,Entire home/apt,1,421235453,154.0,2025-01-14 21:48:15+00:00,2025-01-14 21:48:15+00:00,2025-01-14 21:00:00+00:00
49579173,Luxuriöse Maisonette in Berlin-Mitte mit Parkplatz,Entire home/apt,7,203997165,195.0,2025-01-14 21:44:52+00:00,2025-01-14 21:44:52+00:00,2025-01-14 21:00:00+00:00
1278375,Skandinavisk & Industritysk lgh,Entire home/apt,1,1179162,120.0,2025-01-14 21:36:03+00:00,2025-01-14 21:36:03+00:00,2025-01-14 21:00:00+00:00
36599333,2-bedroom apartment in trendy neighbourhood,Entire home/apt,30,20718415,40.0,2025-01-14 21:34:34+00:00,2025-01-14 21:34:34+00:00,2025-01-14 21:00:00+00:00
10932482,Sewanstrasse,Private room,7,56679285,13.0,2025-01-14 21:16:50+00:00,2025-01-14 21:16:50+00:00,2025-01-14 21:00:00+00:00
11216682,Room in central Kreuzberg,Private room,2,58433789,40.0,2025-01-14 20:41:09+00:00,2025-01-14 20:41:09+00:00,2025-01-14 20:00:00+00:00
41530181,Container Apartment in Berlin,Entire home/apt,60,147556938,22.0,2025-01-14 20:41:00+00:00,2025-01-14 20:41:00+00:00,2025-01-14 20:00:00+00:00
42768314,"1,5 Zummer Wohnung nicht weit von Kudamm",Entire home/apt,5,202344102,60.0,2025-01-14 20:29:48+00:00,2025-01-14 20:29:48+00:00,2025-01-14 20:00:00+00:00
8752704,Amazing flat in the heart of Berlin,Private room,1,641507,46.0,2025-01-14 20:24:56+00:00,2025-01-14 20:24:56+00:00,2025-01-14 20:00:00+00:00
12012807,Apartment overlooking the television tower,Entire home/apt,60,5245778,34.0,2025-01-14 20:15:49+00:00,2025-01-14 20:15:49+00:00,2025-01-14 20:00:00+00:00
45140965,Modernes Nest für Wochenend-Trips,Entire home/apt,1,295857279,71.0,2025-01-14 20:08:32+00:00,2025-01-14 20:08:32+00:00,2025-01-14 20:00:00+00:00
36756732,"House of nation, Brunnenstraße",Private room,25,196545452,20.0,2025-01-14 19:15:43+00:00,2025-01-14 19:15:43+00:00,2025-01-14 19:00:00+00:00
24047231,"Whole Flat (1,5 rooms) near Schlesi",Entire home/apt,14,8620491,40.0,2025-01-14 18:48:22+00:00,2025-01-14 18:48:22+00:00,2025-01-14 18:00:00+00:00
17550868,Wohnung in Neukoelln nahe Tempelhof,Entire home/apt,1,34797363,53.0,2025-01-14 18:13:04+00:00,2025-01-14 18:13:04+00:00,2025-01-14 18:00:00+00:00
42522259,Zimmer 1 Familienzimmer,Private room,1,316043293,95.0,2025-01-14 18:10:54+00:00,2025-01-14 18:10:54+00:00,2025-01-14 18:00:00+00:00
10052110,1sleep& 1living & 1bigchillkitchen,Private room,1,51590153,39.0,2025-01-14 17:35:29+00:00,2025-01-14 17:35:29+00:00,2025-01-14 17:00:00+00:00
6256590,Zentral und ruhig in Kreuzkölln,Private room,1,32503335,36.0,2025-01-14 17:31:40+00:00,2025-01-14 17:31:40+00:00,2025-01-14 17:00:00+00:00
40804119,großzügiges Schlafzimmer in Berlin Friedenau,Private room,1,6353600,30.0,2025-01-14 17:31:21+00:00,2025-01-14 17:31:21+00:00,2025-01-14 17:00:00+00:00
50100653,Wunderschöne Familien 4-Zimmer-Altbauwohnung,Entire home/apt,7,21177801,90.0,2025-01-14 17:11:14+00:00,2025-01-14 17:11:14+00:00,2025-01-14 17:00:00+00:00
17429149,Room in the beautiful south-west of Berlin,Private room,1,117906291,15.0,2025-01-14 17:10:26+00:00,2025-01-14 17:10:26+00:00,2025-01-14 17:00:00+00:00
22962845,Stylish and peaceful flat. Perfect for families.,Entire home/apt,3,170153654,55.0,2025-01-14 16:49:12+00:00,2025-01-14 16:49:12+00:00,2025-01-14 16:00:00+00:00
13957515,Sehr schöne und ruhige Wohnung im Bergmannkiez,Entire home/apt,23,70748690,40.0,2025-01-14 16:34:59+00:00,2025-01-14 16:34:59+00:00,2025-01-14 16:00:00+00:00
47898215,Amazing central hotel room for 2 next to Subway,Private room,14,108025548,41.0,2025-01-14 16:32:15+00:00,2025-01-14 16:32:15+00:00,2025-01-14 16:00:00+00:00
45592643,Single room,Private room,1,347131802,39.0,2025-01-14 16:15:35+00:00,2025-01-14 16:15:35+00:00,2025-01-14 16:00:00+00:00
48217386,Kreative Dachgeschosswohnung in X-Berg,Entire home/apt,90,50081741,200.0,2025-01-14 16:11:45+00:00,2025-01-14 16:11:45+00:00,2025-01-14 16:00:00+00:00
11037071,Great apartment in a new building,Entire home/apt,3,18384885,45.0,2025-01-14 15:42:15+00:00,2025-01-14 15:42:15+00:00,2025-01-14 15:00:00+00:00
29579517,APARTMENT IN THE HEART OF PRENZLAUER BERG,Entire home/apt,2,222673220,135.0,2025-01-14 15:40:25+00:00,2025-01-14 15:40:25+00:00,2025-01-14 15:00:00+00:00
12249699,Beautiful Penthouse,Entire home/apt,1,21394478,100.0,2025-01-14 15:38:25+00:00,2025-01-14 15:38:25+00:00,2025-01-14 15:00:00+00:00
47089643,Apartmenthaus Berlin Mitte - Deluxe Studio,Entire home/apt,1,378071271,79.0,2025-01-14 15:35:08+00:00,2025-01-14 15:35:08+00:00,2025-01-14 15:00:00+00:00
8037679,Traumhafte Altbauwohnung in P-Berg,Private room,1,2557656,50.0,2025-01-14 15:31:57+00:00,2025-01-14 15:31:57+00:00,2025-01-14 15:00:00+00:00
42116929,Big Bright Room In Central Berlin-Friedrichshain,Private room,4,3887507,36.0,2025-01-14 15:16:23+00:00,2025-01-14 15:16:23+00:00,2025-01-14 15:00:00+00:00
44351799,Parterre Wohnung am Kanal in Neukölln,Private room,1,274078976,50.0,2025-01-14 14:54:21+00:00,2025-01-14 14:54:21+00:00,2025-01-14 14:00:00+00:00
8677779,"3,5 - Zimmer Wohnung ohne Balkon",Entire home/apt,1,45575503,65.0,2025-01-14 14:44:52+00:00,2025-01-14 14:44:52+00:00,2025-01-14 14:00:00+00:00
11325310,Nette Wohnungsgemeinschaft,Private room,14,33149863,15.0,2025-01-14 14:35:57+00:00,2025-01-14 14:35:57+00:00,2025-01-14 14:00:00+00:00
44281216,Wohnen im schönen Wilmersdorf near txl /with cats,Private room,1,356445569,30.0,2025-01-14 14:32:48+00:00,2025-01-14 14:32:48+00:00,2025-01-14 14:00:00+00:00
4932854,Pensionszimmer zur Jahreswende 2015,Shared room,2,25413382,150.0,2025-01-14 14:26:07+00:00,2025-01-14 14:26:07+00:00,2025-01-14 14:00:00+00:00
50387743,New apartment in the centre of Berlin,Entire home/apt,92,195867979,120.0,2025-01-14 14:14:47+00:00,2025-01-14 14:14:47+00:00,2025-01-14 14:00:00+00:00
48238525,★ ℳARVELOUS APARTMENT IN BEST CENTRAL LOCATION ★,Entire home/apt,4,16472922,300.0,2025-01-14 14:11:25+00:00,2025-01-14 14:11:25+00:00,2025-01-14 14:00:00+00:00
40704677,Cozy & clean on TOP area in Prenzlauerberg!,Entire home/apt,84,4048130,43.0,2025-01-14 13:55:40+00:00,2025-01-14 13:55:40+00:00,2025-01-14 13:00:00+00:00
51718702,"Spacious 2.5 room, with balcony in Berlin Centre",Private room,1,70192367,70.0,2025-01-14 13:41:28+00:00,2025-01-14 13:41:28+00:00,2025-01-14 13:00:00+00:00
20515851,Traumhaus am Rande der Stadt,Entire home/apt,2,50350370,86.0,2025-01-14 13:24:59+00:00,2025-01-14 13:24:59+00:00,2025-01-14 13:00:00+00:00
49037756,Fantastic & modern room for 3  near Subway central,Private room,14,108025548,71.0,2025-01-14 12:41:37+00:00,2025-01-14 12:41:37+00:00,2025-01-14 12:00:00+00:00
32487933,"Big, sunny room in shared flat in the <3 of Berlin",Private room,3,1878115,23.0,2025-01-14 12:25:37+00:00,2025-01-14 12:25:37+00:00,2025-01-14 12:00:00+00:00
29871786,Vintage home in hip Neukölln,Entire home/apt,7,172027240,100.0,2025-01-14 12:05:45+00:00,2025-01-14 12:05:45+00:00,2025-01-14 12:00:00+00:00
40319555,X-Mas and happy new year Berlin,Entire home/apt,3,49845399,90.0,2025-01-14 12:02:17+00:00,2025-01-14 12:02:17+00:00,2025-01-14 12:00:00+00:00
42631943,"2-Raum Apartment ""Bright Outlook"", 49 qm",Entire home/apt,4,210700814,241.0,2025-01-14 11:58:28+00:00,2025-01-14 11:58:28+00:00,2025-01-14 11:00:00+00:00
11112288,Sunny rooftop apt in Berlin Friedrichshain,Entire home/apt,5,7369609,100.0,2025-01-14 11:48:39+00:00,2025-01-14 11:48:39+00:00,2025-01-14 11:00:00+00:00
41421289,Apartment in Center from Berlin,Entire home/apt,4,222088950,60.0,2025-01-14 11:21:20+00:00,2025-01-14 11:21:20+00:00,2025-01-14 11:00:00+00:00
46600352,2 room Apartment - Center of Berlin -sights nearby,Entire home/apt,2,369533678,45.0,2025-01-14 11:15:58+00:00,2025-01-14 11:15:58+00:00,2025-01-14 11:00:00+00:00
24531548,Boardinghouse im grünen Bezirk Steglitz-Zehlendorf,Entire home/apt,120,181062162,69.0,2025-01-14 11:12:31+00:00,2025-01-14 11:12:31+00:00,2025-01-14 11:00:00+00:00
43817136,Cozy central luxury apartment,Entire home/apt,20,208272633,90.0,2025-01-14 11:11:05+00:00,2025-01-14 11:11:05+00:00,2025-01-14 11:00:00+00:00
42923924,"3-Raum Apartments ""Home Base"", 81 qm",Entire home/apt,15,210700814,285.0,2025-01-14 10:44:58+00:00,2025-01-14 10:44:58+00:00,2025-01-14 10:00:00+00:00
23385840,Classy Apartement in Wrangelkiez / Kreuzberg,Private room,4,16250769,80.0,2025-01-14 10:36:47+00:00,2025-01-14 10:36:47+00:00,2025-01-14 10:00:00+00:00
52832402,Exceptional Penthouse with Rooftop /Prenzlauerberg,Entire home/apt,2,190260192,130.0,2025-01-14 10:33:31+00:00,2025-01-14 10:33:31+00:00,2025-01-14 10:00:00+00:00
7833151,studio flat - 12 minutes to center,Entire home/apt,1,41250002,25.0,2025-01-14 10:13:48+00:00,2025-01-14 10:13:48+00:00,2025-01-14 10:00:00+00:00
20027259,nice WG-room close to famous Ku'Damm,Private room,14,31613861,20.0,2025-01-14 10:08:36+00:00,2025-01-14 10:08:36+00:00,2025-01-14 10:00:00+00:00
20585962,Altbau- style apartment close to public transport,Entire home/apt,1,144900129,80.0,2025-01-14 10:00:49+00:00,2025-01-14 10:00:49+00:00,2025-01-14 10:00:00+00:00
10713732,20qm super nice apartment Neukölln- good conection,Private room,1,55367578,30.0,2025-01-14 09:55:06+00:00,2025-01-14 09:55:06+00:00,2025-01-14 09:00:00+00:00
52665308,Bright and sunny apt. in trendy Prenzlauer Berg,Entire home/apt,1,6398027,120.0,2025-01-14 09:49:43+00:00,2025-01-14 09:49:43+00:00,2025-01-14 09:00:00+00:00
41142150,Centrally located next to alexander platz,Entire home/apt,7,25201612,41.0,2025-01-14 09:49:28+00:00,2025-01-14 09:49:28+00:00,2025-01-14 09:00:00+00:00
9375341,Zimmer im belebten Wedding,Private room,9,47371579,50.0,2025-01-14 09:28:24+00:00,2025-01-14 09:28:24+00:00,2025-01-14 09:00:00+00:00
49009851,Rooftop Berlin,Entire home/apt,7,358991427,130.0,2025-01-14 09:27:51+00:00,2025-01-14 09:27:51+00:00,2025-01-14 09:00:00+00:00
41653692,Green Berlin,Private room,3,164771882,38.0,2025-01-14 09:25:38+00:00,2025-01-14 09:25:38+00:00,2025-01-14 09:00:00+00:00
41680957,Cozy Room in Friedrichshain - For Cat Lovers,Private room,14,88948601,13.0,2025-01-14 09:25:02+00:00,2025-01-14 09:25:02+00:00,2025-01-14 09:00:00+00:00
